name	ensembl_id	gene_name	synonyms
sarcospan	ENSG00000123096	SSPN	SSPN,KRAG,SPN1,SPN2
eukaryotic translation initiation factor 4A2	ENSG00000156976	EIF4A2	EIF4A2,EIF4F,DDX2B,EIF4A,BM-010
nuclear factor kappa B subunit 2	ENSG00000077150	NFKB2	NFKB2,LYT-10,P52,P105,NF-KB2,P49/P100
BCL2 like 12	ENSG00000126453	BCL2L12	BCL2L12
cyclin D binding myb like transcription factor 1	ENSG00000135164	DMTF1	DMTF1,DMP1,DMTF,HDMP1,MRUL
hyaluronoglucosaminidase 2	ENSG00000068001	HYAL2	HYAL2,LUCA-2,LUCA2
ETS variant 1	ENSG00000006468	ETV1	ETV1,ER81
RAD52 homolog, DNA repair protein	ENSG00000002016	RAD52	RAD52
caveolin 1	ENSG00000105974	CAV1	CAV1,CAV
cytochrome P450 family 2 subfamily W member 1	ENSG00000073067	CYP2W1	CYP2W1,FLJ20359,MGC34287
cyclin dependent kinase 18	ENSG00000117266	CDK18	CDK18,PCTK3,PCTAIRE3
jagged 1	ENSG00000101384	JAG1	JAG1,AGS,JAGL1,AHD,AWS,HJ1,CD339
erythrocyte membrane protein band 4.1 like 3	ENSG00000082397	EPB41L3	EPB41L3,DAL1,KIAA0987,4.1B
transmembrane serine protease 2	ENSG00000184012	TMPRSS2	TMPRSS2,PRSS10
chymotrypsin like elastase family member 1	ENSG00000139610	CELA1	CELA1,ELA1
collagen type I alpha 2 chain	ENSG00000164692	COL1A2	COL1A2,OI4
cAMP responsive element binding protein 1	ENSG00000118260	CREB1	CREB1
cell division cycle 25A	ENSG00000164045	CDC25A	CDC25A
spectrin alpha, non-erythrocytic 1	ENSG00000197694	SPTAN1	SPTAN1
lysophosphatidic acid receptor 1	ENSG00000198121	LPAR1	LPAR1,EDG2,EDG-2,REC.1.3,VZG-1,GPCR26,MREC1.3,LPA1,GPR26
histone deacetylase 2	ENSG00000196591	HDAC2	HDAC2,RPD3,YAF1
interleukin 6	ENSG00000136244	IL6	IL6,IFNB2,IL-6,BSF2,HGF,HSF
atypical chemokine receptor 3	ENSG00000144476	ACKR3	ACKR3,CMKOR1,CXCR7,RDC1,GPR159
baculoviral IAP repeat containing 2	ENSG00000110330	BIRC2	BIRC2,API1,CIAP1,HIAP-2,MIHB,RNF48,C-IAP1
POU class 4 homeobox 1	ENSG00000152192	POU4F1	POU4F1,BRN3A,RDC-1
PMS1 homolog 2, mismatch repair system component	ENSG00000122512	PMS2	PMS2,PMSL2,H_DJ0042M02.9,HNPCC4,MLH4
APC membrane recruitment protein 1	ENSG00000184675	AMER1	AMER1,FAM123B,RP11-403E24.2,FLJ39827,WTX
high mobility group nucleosomal binding domain 2 pseudogene 46		HMGN2P46	HMGN2P46,C15ORF21,FLJ39426,D-PCA-2
kallikrein related peptidase 2	ENSG00000167751	KLK2	KLK2
myosin heavy chain 11	ENSG00000133392	MYH11	MYH11,SMMHC,SMHC
CD52 molecule	ENSG00000169442	CD52	CD52,CDW52,HE5,EDDM5
sodium voltage-gated channel beta subunit 3	ENSG00000166257	SCN3B	SCN3B,HSA243396
POU class 2 homeobox 2	ENSG00000028277	POU2F2	POU2F2,OTF2,2-Oct
ribosomal protein L26	ENSG00000161970	RPL26	RPL26,L26
ELK4, ETS transcription factor	ENSG00000158711	ELK4	ELK4,SAP1
SR-related CTD associated factor 1	ENSG00000126461	SCAF1	SCAF1,SR-A1,FLJ00034
solute carrier family 5 member 5	ENSG00000105641	SLC5A5	SLC5A5,NIS
BTB domain and CNC homolog 2	ENSG00000112182	BACH2	BACH2,BTBD25
single stranded DNA binding protein 4	ENSG00000130511	SSBP4	SSBP4
dihydrolipoamide S-succinyltransferase	ENSG00000119689	DLST	DLST,DLTS
fascin actin-bundling protein 1	ENSG00000075618	FSCN1	FSCN1,SNL,P55,FLJ38511
filamin B	ENSG00000136068	FLNB	FLNB,FLN1L,LRS1,TAP,TABP,ABP-278,FH1
microtubule associated protein 2	ENSG00000078018	MAP2	MAP2,MAP2A,MAP2B,MAP2C
tetraspanin 8	ENSG00000127324	TSPAN8	TSPAN8,TM4SF3,CO-029
NCK interacting protein with SH3 domain	ENSG00000213672	NCKIPSD	NCKIPSD,AF3P21,SPIN90,ORF1,WISH,WASLBP,DIP1
retinoic acid receptor gamma	ENSG00000172819	RARG	RARG,RARC,NR1B3
sperm adhesion molecule 1	ENSG00000106304	SPAM1	SPAM1,HYAL5,PH-20,SPAG15
B cell CLL/lymphoma 6	ENSG00000113916	BCL6	BCL6,ZNF51,ZBTB27,LAZ3,BCL5,BCL6A
glutathione S-transferase mu 1	ENSG00000134184	GSTM1	GSTM1,GST1,MU,H-B
axin 2	ENSG00000168646	AXIN2	AXIN2,MGC126582,DKFZP781B0869
Rh family B glycoprotein (gene/pseudogene)	ENSG00000132677	RHBG	RHBG,SLC42A2
integrin subunit alpha 11	ENSG00000137809	ITGA11	ITGA11,HST18964
cysteinyl-tRNA synthetase	ENSG00000110619	CARS1	CARS,CARS1
TP53 regulated inhibitor of apoptosis 1	ENSG00000170855	TRIAP1	TRIAP1,P53CSV,WF-1,HSPC132,MDM35
thrombospondin 1	ENSG00000137801	THBS1	THBS1,TSP1,THBS,TSP,THBS-1,TSP-1
drebrin 1	ENSG00000113758	DBN1	DBN1,D0S117E
Rho GTPase activating protein 26	ENSG00000145819	ARHGAP26	ARHGAP26,GRAF,KIAA0621,OPHN1L,OPHN1L1
sorbin and SH3 domain containing 2	ENSG00000154556	SORBS2	SORBS2,ARGBP2,KIAA0777
succinate dehydrogenase complex assembly factor 2	ENSG00000167985	SDHAF2	SDHAF2,PGL2,C11ORF79,FLJ20487,SDH5
mutL homolog 1	ENSG00000076242	MLH1	MLH1,COCA2,HNPCC,FCC2,HNPCC2
caspase 8	ENSG00000064012	CASP8	CASP8,MCH5,MACH,FLICE,CASP-8
megakaryoblastic leukemia (translocation) 1	ENSG00000172005	MAL	MKL1,KIAA1438,MAL,MRTF-A,BSAC,MKL
Kruppel like factor 6	ENSG00000067082	KLF6	KLF6,BCD1,ST12,COPEB,CPBP,GBF,ZF9,PAC1
transcription factor AP-4	ENSG00000090447	TFAP4	TFAP4,AP-4,BHLHC41
reticulon 4 interacting protein 1	ENSG00000130347	RTN4IP1	RTN4IP1,NIMP
CD248 molecule	ENSG00000174807	CD248	CD248,CD164L1,TEM1
NFKB inhibitor epsilon	ENSG00000146232	NFKBIE	NFKBIE,IKBE
cyclin dependent kinase 11B	ENSG00000248333	CDK11B	CDK11B,CDC2L1,CDK11-P110,CDK11-P58,CDK11-P46
dual specificity phosphatase 2	ENSG00000158050	DUSP2	DUSP2,PAC-1
small ArfGAP 1	ENSG00000112305	SMAP1	SMAP1,FLJ13159,SMAP-1
zinc finger homeobox 3	ENSG00000140836	ZFHX3	ZFHX3,ATBF1,ZNF927
spectrin repeat containing nuclear envelope protein 2	ENSG00000054654	SYNE2	SYNE2,SYNE-2,DKFZP434H2235,NESPRIN-2,NUANCE,NUA,KIAA1011,NESP2
vascular endothelial growth factor A	ENSG00000112715	VEGFA	VEGFA,VEGF,VEGF-A,VPF
glia maturation factor beta	ENSG00000197045	GMFB	GMFB,GMF
premelanosome protein	ENSG00000185664	PMEL	PMEL,SIL,SILV,D12S53E,SI,PMEL17,GP100
aminolevulinate dehydratase	ENSG00000148218	ALAD	ALAD,ALADH,PBGS
signal-induced proliferation-associated 1	ENSG00000213445	SIPA1	SIPA1,SPA1
glypican 3	ENSG00000147257	GPC3	GPC3,SDYS,OCI-5,SGBS,SGBS1,SGB,DGSX
ribophorin I	ENSG00000163902	RPN1	RPN1,OST1
interferon regulatory factor 2 binding protein 2	ENSG00000168264	IRF2BP2	IRF2BP2,IRF-2BP2
SMAD family member 4	ENSG00000141646	SMAD4	SMAD4,MADH4,DPC4
DNA topoisomerase II beta	ENSG00000077097	TOP2B	TOP2B
mediator complex subunit 12	ENSG00000184634	MED12	MED12,TNRC11,FGS1,CAGH45,HOPA,OPA1,TRAP230,KIAA0192,OKS
eukaryotic translation initiation factor 4E	ENSG00000151247	EIF4E	EIF4E,EIF4EL1,EIF4F,EIF4E1
indoleamine 2,3-dioxygenase 1	ENSG00000131203	IDO1	IDO1,IDO,INDO
protein phosphatase, Mg2+/Mn2+ dependent 1E	ENSG00000175175	PPM1E	PPM1E,POPX1,KIAA1072,PP2CH,CAMKP-N
human immunodeficiency virus type I enhancer binding protein 3	ENSG00000127124	HIVEP3	HIVEP3,KRC,KBP1,KBP-1,SHN3,FLJ16752,KIAA1555,ZAS3,SCHNURRI-3,ZNF40C
Rho/Rac guanine nucleotide exchange factor 2	ENSG00000116584	ARHGEF2	ARHGEF2,LFP40,GEF-H1,KIAA0651,P40
AKT serine/threonine kinase 1	ENSG00000142208	AKT1	AKT1,RAC,PKB,PRKBA,AKT
NK2 homeobox 1	ENSG00000136352	NKX2-1	NKX2-1,NKX2A,BCH,TITF1,TTF-1,TTF1
transmembrane serine protease 3	ENSG00000160183	TMPRSS3	TMPRSS3,DFNB10,DFNB8
phospholipase C eta 2	ENSG00000149527	PLCH2	PLCH2,PLCL4,KIAA0450,PLCETA2,RP3-395M20.1,PLC-ETA2
mal, T cell differentiation protein	ENSG00000172005	MAL	MAL
microRNA 10b	ENSG00000207744	MIR10B	MIR10B,MIRN10B,HSA-MIR-10B
B-box and SPRY domain containing	ENSG00000119411	BSPRY	BSPRY,FLJ20150
cyclin dependent kinase 11A	ENSG00000008128	CDK11A	CDK11A,CDC2L3,CDC2L2,PITSLRE,CDK11-P110,CDK11-P58,CDK11-P46,P58GTA
mitogen-activated protein kinase 13	ENSG00000156711	MAPK13	MAPK13,PRKM13,SAPK4,P38DELTA
armadillo repeat containing X-linked 3	ENSG00000102401	ARMCX3	ARMCX3,ALEX3,GASP6
solute carrier family 38 member 2	ENSG00000134294	SLC38A2	SLC38A2,SAT2,ATA2,KIAA1382,SNAT2
chromodomain helicase DNA binding protein 5	ENSG00000116254	CHD5	CHD5
T cell leukemia/lymphoma 1A	ENSG00000100721	TCL1A	TCL1A,TCL1
bridging integrator 1	ENSG00000136717	BIN1	BIN1,AMPHL,SH3P9,AMPH2
TAL bHLH transcription factor 2	ENSG00000186051	TAL2	TAL2,BHLHA19
growth factor receptor bound protein 2	ENSG00000177885	GRB2	GRB2,NCKAP2
nascent polypeptide associated complex subunit alpha	ENSG00000196531	NACA	NACA,NACA1
HSPB1 associated protein 1	ENSG00000169087	HSPBAP1	HSPBAP1,FLJ22623,PASS1
mitogen-activated protein kinase 3	ENSG00000102882	MAPK3	MAPK3,PRKM3,ERK1,P44MAPK,P44ERK1
RAD23 homolog A, nucleotide excision repair protein	ENSG00000179262	RAD23A	RAD23A,HHR23A,MGC111083
zinc finger and SCAN domain containing 22	ENSG00000182318	ZSCAN22	ZSCAN22,ZNF50,HKR2
eukaryotic translation initiation factor 3 subunit F	ENSG00000175390	EIF3F	EIF3F,EIF3S5,EIF3-EPSILON,EIF3-P47
MYCN proto-oncogene, bHLH transcription factor	ENSG00000134323	MYCN	MYCN,NMYC,BHLHE37,N-MYC,MYCNOT
colony stimulating factor 1	ENSG00000184371	CSF1	CSF1,M-CSF,MCSF,MGC31930
forkhead box C2	ENSG00000176692	FOXC2	FOXC2,FKHL14,MFH-1
serpin family B member 5	ENSG00000206075	SERPINB5	SERPINB5,PI5,MASPIN
growth arrest specific 1	ENSG00000180447	GAS1	GAS1
fibroblast growth factor 11	ENSG00000161958	FGF11	FGF11,FHF3,FLJ16061,MGC45269,MGC102953
SATB homeobox 1	ENSG00000182568	SATB1	SATB1
mitogen-activated protein kinase 6	ENSG00000069956	MAPK6	MAPK6,PRKM6,ERK3,P97MAPK,HST17250
lysine demethylase 4C	ENSG00000107077	KDM4C	KDM4C,JMJD2C,GASC1,KIAA0780,TDRD14C
NLR family CARD domain containing 4	ENSG00000091106	NLRC4	NLRC4,CARD12,CLAN1,IPAF,CLANA,CLANB,CLANC,CLAND,CLR2.1,CLAN
WD repeat domain 77	ENSG00000116455	WDR77	WDR77,MEP50,P44
ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	ENSG00000175164	ABO	ABO,A3GALNT,A3GALT1
lysyl oxidase like 2	ENSG00000134013	LOXL2	LOXL2,WS9-14,LOR
gastric inhibitory polypeptide	ENSG00000159224	GIP	GIP
nucleoporin 214	ENSG00000126883	NUP214	NUP214,CAIN,CAN,D9S46E,N214
homeostatic iron regulator	ENSG00000010704	HFE	HFE,HLA-H
serine/threonine kinase 11	ENSG00000118046	STK11	STK11,PJS,LKB1
vaccinia related kinase 1	ENSG00000100749	VRK1	VRK1
inositol polyphosphate phosphatase like 1	ENSG00000165458	INPPL1	INPPL1,SHIP2
5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	ENSG00000138363	ATIC	ATIC,PURH,AICARFT,IMPCHASE
epithelial cell transforming 2	ENSG00000114346	ECT2	ECT2,ARHGEF31
nicotinamide N-methyltransferase	ENSG00000166741	NNMT	NNMT
ARAF pseudogene 2		ARAFP2	ARAFP2,ARAF2,ARAFPS,ARAF2P,PKS1
motor neuron and pancreas homeobox 1	ENSG00000130675	MNX1	MNX1,HLXB9,HB9,HOXHB9,SCRA1
L1 cell adhesion molecule	ENSG00000198910	L1CAM	L1CAM,HSAS1,SPG1,HSAS,MASA,MIC5,S10,CD171
cytochrome P450 family 1 subfamily A member 1	ENSG00000140465	CYP1A1	CYP1A1,CYP1,P450DX,P1-450,P450-C,CP11
zinc finger MIZ-type containing 1	ENSG00000108175	ZMIZ1	ZMIZ1,RAI17,RP11-519K18.1,KIAA1224,FLJ13541,HZIMP10,ZIMP10,MIZ
C-C motif chemokine receptor 1	ENSG00000163823	CCR1	CCR1,SCYAR1,CMKBR1,CKR-1,MIP1AR,CD191
FRY like transcription coactivator	ENSG00000075539	FRYL	FRYL,KIAA0826,DKFZP686E205,AF4P12,MOR2
activating transcription factor 5	ENSG00000169136	ATF5	ATF5
SRY-box 8	ENSG00000005513	SOX8	SOX8
prostaglandin-endoperoxide synthase 2	ENSG00000073756	PTGS2	PTGS2,COX2
cyclin dependent kinase 16	ENSG00000102225	CDK16	CDK16,PCTK1,PCTAIRE,PCTAIRE1,PCTGAIRE,FLJ16665
ribonuclease T2	ENSG00000026297	RNASET2	RNASET2,RNASE6PL,FLJ10907,BA514O12.3
lysosomal protein transmembrane 5	ENSG00000162511	LAPTM5	LAPTM5
zinc finger protein 384	ENSG00000126746	ZNF384	ZNF384,TNRC1,CAGH1A,CIZ,NMP4,NP
patched 2	ENSG00000117425	PTCH2	PTCH2
Bruton tyrosine kinase	ENSG00000010671	BTK	BTK,AGMX1,IMD1,ATK,XLA,PSCTK1
Bloom syndrome RecQ like helicase	ENSG00000197299	BLM	BLM,BS,RECQL3,RECQ2
cytochrome P450 family 2 subfamily D member 6	ENSG00000100197	CYP2D6	CYP2D6,CYP2DL1,CYP2D7P2,CYP2D7BP,CYP2D8P2,CYP2D7AP,CPD6,P450-DB1,CYP2D,P450C2D
deoxyribonuclease 1 like 3	ENSG00000163687	DNASE1L3	DNASE1L3,DNAS1L3,LSD
basic helix-loop-helix family member e41	ENSG00000123095	BHLHE41	BHLHE41,BHLHB3,DEC2,SHARP-1,SHARP1
activating transcription factor 3	ENSG00000162772	ATF3	ATF3
RB1 inducible coiled-coil 1	ENSG00000023287	RB1CC1	RB1CC1,KIAA0203,CC1,DRAGOU14,FIP200,ATG17,PPP1R131
methyl-CpG binding domain protein 2	ENSG00000134046	MBD2	MBD2
epidermal growth factor receptor pathway substrate 15 like 1	ENSG00000127527	EPS15L1	EPS15L1,EPS15R
prostaglandin I2 synthase	ENSG00000124212	PTGIS	PTGIS,PGIS,CYP8A1
ALS2 C-terminal like	ENSG00000178038	ALS2CL	ALS2CL,FLJ36525,RN49018,DKFZP686I0110
complement C3d receptor 2	ENSG00000117322	CR2	CR2,CD21,C3DR
transforming acidic coiled-coil containing protein 1	ENSG00000147526	TACC1	TACC1
guanylate cyclase 1 soluble subunit alpha 2	ENSG00000152402	GUCY1A2	GUCY1A2,GUC1A2,GC-SA2
epithelial cell adhesion molecule	ENSG00000119888	EPCAM	EPCAM,M4S1,MIC18,TACSTD1,LY74,TROP1,GA733-2,EGP34,EGP40,EGP-2,KSA,CD326,EP-CAM,HEA125,KS1/4,MK-1,MH99,MOC31,323/A3,17-1A,TACST-1,CO-17A,ESA
collagen triple helix repeat containing 1	ENSG00000164932	CTHRC1	CTHRC1
semaphorin 3F	ENSG00000001617	SEMA3F	SEMA3F,SEMAK,SEMA4
solute carrier family 26 member 11	ENSG00000181045	SLC26A11	SLC26A11
collagen type XIX alpha 1 chain	ENSG00000082293	COL19A1	COL19A1
sphingomyelin synthase 1	ENSG00000198964	SGMS1	SGMS1,TMEM23,MOB,MGC17342,SMS1
family with sequence similarity 117 member A	ENSG00000121104	FAM117A	FAM117A
homocysteine inducible ER protein with ubiquitin like domain 1	ENSG00000051108	HERPUD1	HERPUD1,KIAA0025,MIF1,HERP,SUP
lactamase beta	ENSG00000103642	LACTB	LACTB,MRPL56,FLJ14902
serine and arginine rich splicing factor 2	ENSG00000161547	SRSF2	SRSF2,SFRS2,SC-35,SC35,PR264,SFRS2A
NLR family pyrin domain containing 2	ENSG00000022556	NLRP2	NLRP2,NALP2,FLJ20510,PYPAF2,NBS1,PAN1,CLR19.9
synuclein gamma	ENSG00000173267	SNCG	SNCG,BCSG1,SR,PERSYN
solute carrier family 39 member 6	ENSG00000141424	SLC39A6	SLC39A6,LIV-1
vav guanine nucleotide exchange factor 2	ENSG00000160293	VAV2	VAV2
cathepsin L	ENSG00000135047	CTSL	CTSL,CTSL1,FLJ31037
calcium/calmodulin dependent protein kinase kinase 2	ENSG00000110931	CAMKK2	CAMKK2,CAMKK,KIAA0787,CAMKKB,MGC15254
proteasome 26S subunit, non-ATPase 2	ENSG00000175166	PSMD2	PSMD2,S2,P97,TRAP2,MGC14274,RPN1
moesin	ENSG00000147065	MSN	MSN
paternally expressed 3	ENSG00000198300	PEG3	PEG3,ZKSCAN22,KIAA0287,ZNF904,ZSCAN24
vinculin	ENSG00000035403	VCL	VCL
cullin 1	ENSG00000055130	CUL1	CUL1
spleen associated tyrosine kinase	ENSG00000165025	SYK	SYK
insulin like growth factor 1 receptor	ENSG00000140443	IGF1R	IGF1R,JTK13,CD221,IGFIR,MGC18216,IGFR
StAR related lipid transfer domain containing 8	ENSG00000130052	STARD8	STARD8,KIAA0189,ARHGAP38
gremlin 1, DAN family BMP antagonist	ENSG00000166923	GREM1	GREM1,CKTSF1B1,CRAC1,DRM,GREMLIN,DAND2,HMPS
SHC adaptor protein 4	ENSG00000185634	SHC4	SHC4,RALP,SHCD
neurotrophic receptor tyrosine kinase 3	ENSG00000140538	NTRK3	NTRK3,TRKC
FAT atypical cadherin 1	ENSG00000083857	FAT1	FAT1,FAT,CDHF7,CDHR8
F-box protein 5	ENSG00000112029	FBXO5	FBXO5,FBX5,FBXO31,EMI1
osteomodulin	ENSG00000127083	OMD	OMD,OSTEOADHERIN,SLRR2C
regulator of G protein signaling 19	ENSG00000171700	RGS19	RGS19,GAIP,RGSGAIP
early B cell factor 1	ENSG00000164330	EBF1	EBF1,EBF,OLF1
RAP2A, member of RAS oncogene family	ENSG00000125249	RAP2A	RAP2A,RAP2,K-REV
PC-esterase domain containing 1B	ENSG00000179715	PCED1B	PCED1B,FAM113B,MGC16044
Fli-1 proto-oncogene, ETS transcription factor	ENSG00000151702	FLI1	FLI1,SIC-1,EWSR2
protein tyrosine phosphatase, non-receptor type 7	ENSG00000143851	PTPN7	PTPN7,HEPTP,LC-PTP
placental growth factor	ENSG00000119630	PGF	PGF,PGFL,PLGF,PLGF-2,SHGC-10760,D12S1900,PIGF
nucleophosmin 1	ENSG00000181163	NPM1	NPM1,B23,NPM
aldo-keto reductase family 1 member C3	ENSG00000196139	AKR1C3	AKR1C3,HSD17B5,KIAA0119,DDX,HAKRB,PGFS
teratocarcinoma-derived growth factor 1 pseudogene 3	ENSG00000225366	TDGF1P3	TDGF1P3,TDGF3,TDGF2,CR-3,CRIPTO-3,CRIPTO3
A-kinase anchoring protein 9	ENSG00000127914	AKAP9	AKAP9,KIAA0803,AKAP350,AKAP450,CG-NAP,YOTIAO,HYPERION,PRKA9,MU-RMS-40.16A,PPP1R45,LQT11
GA binding protein transcription factor subunit beta 1	ENSG00000104064	GABPB1	GABPB1,GABPB2,E4TF1-47,GABPB
homeobox A11	ENSG00000005073	HOXA11	HOXA11,HOX1I,HOX1
RecQ mediated genome instability 2	ENSG00000175643	RMI2	RMI2,C16ORF75,MGC24665,BLAP18
makorin ring finger protein 3	ENSG00000179455	MKRN3	MKRN3,ZNF127,D15S9,RNF63,ZFP127,MGC88288
arachidonate 5-lipoxygenase	ENSG00000012779	ALOX5	ALOX5,5-LOX
fibroblast growth factor 8	ENSG00000107831	FGF8	FGF8,AIGF
phospholipase C beta 2	ENSG00000137841	PLCB2	PLCB2,FLJ38135
DEAD-box helicase 5	ENSG00000108654	DDX5	DDX5,HLR1,G17P1,P68
sperm autoantigenic protein 17	ENSG00000064199	SPA17	SPA17,SP17,CT22
cyclin G1	ENSG00000113328	CCNG1	CCNG1,CCNG
vesicle transport through interaction with t-SNAREs 1A	ENSG00000151532	VTI1A	VTI1A,MVTI1,VTI1-RP2
membrane metalloendopeptidase	ENSG00000196549	MME	MME,CALLA,CD10,NEP
solute carrier family 44 member 4	ENSG00000204385	SLC44A4	SLC44A4,C6ORF29,NG22,CTL4,FLJ14491,TPPT,DFNA72
fibulin 1	ENSG00000077942	FBLN1	FBLN1,FBLN
HRas proto-oncogene, GTPase	ENSG00000174775	HRAS	HRAS,HRAS1
ras homolog family member G	ENSG00000177105	RHOG	RHOG,ARHG,MGC125835,MGC125836
SH3 domain containing GRB2 like 2, endophilin A1	ENSG00000107295	SH3GL2	SH3GL2,SH3P4,SH3D2A,CNSA2,EEN-B1
MYB binding protein 1a	ENSG00000132382	MYBBP1A	MYBBP1A,P160,PAP2,FLJ37886,POL5
PLAG1 like zinc finger 1	ENSG00000118495	PLAGL1	PLAGL1,ZAC,LOT1
olfactomedin 4	ENSG00000102837	OLFM4	OLFM4,OLFD,GW112,GC1
ROS proto-oncogene 1, receptor tyrosine kinase	ENSG00000047936	ROS1	ROS1,MCF3,ROS,C-ROS-1
asparagine synthetase (glutamine-hydrolyzing)	ENSG00000070669	ASNS	ASNS
centriolin	ENSG00000119397	CNTRL	CNTRL,CEP1,CEP110
endogenous retrovirus group W member 1, envelope	ENSG00000242950	ERVW-1	ERVW-1,ERVWE1,HERV-W,HERV-W-ENV,HERVW,HERV-7Q,ENVW
immunoglobulin heavy locus		IGHM	IGHM,IGHDY1,IGH@
ATP binding cassette subfamily A member 1	ENSG00000165029	ABCA1	ABCA1,ABC1,HDLDT1,TGD
NME/NM23 nucleoside diphosphate kinase 3	ENSG00000103024	NME3	NME3,DR-NM23,NM23-H3,NDPKC
fibroblast growth factor 9	ENSG00000102678	FGF9	FGF9
POU class 6 homeobox 2	ENSG00000106536	POU6F2	POU6F2,RPF-1
C-X-C motif chemokine ligand 1	ENSG00000163739	CXCL1	CXCL1,MGSA,GRO1,FSP,SCYB1,GROA,MGSA-A,NAP-3
G protein subunit alpha q	ENSG00000156052	GNAQ	GNAQ,G-ALPHA-Q,GAQ
BCL2 antagonist/killer 1	ENSG00000030110	BAK1	BAK1,CDN1,BCL2L7,BAK
BORCS8-MEF2B readthrough	ENSG00000213999	BORCS8-MEF2B	BORCS8-MEF2B,MEF2BNB-MEF2B
murine retrovirus integration site 1 homolog		IRAG1	IRAG1,JAW1L,IRAG
ubiquitin like with PHD and ring finger domains 2	ENSG00000147854	UHRF2	UHRF2,RNF107,NIRF,URF2,MGC33463,TDRD23
tumor protein p53 inducible nuclear protein 1	ENSG00000164938	TP53INP1	TP53INP1,DKFZP434M1317,FLJ22139,P53DINP1,SIP,TP53INP1A,TP53INP1B,TEAP
elaC ribonuclease Z 2	ENSG00000006744	ELAC2	ELAC2,FLJ10530,HPC2
H3 histone family member 3A	ENSG00000163041	H3-3A	H3-3A,H3F3,H3.3A
notch 2	ENSG00000134250	NOTCH2	NOTCH2
growth arrest specific 7	ENSG00000007237	GAS7	GAS7,KIAA0394,MGC1348
heat shock protein family A (Hsp70) member 9	ENSG00000113013	HSPA9	HSPA9,HSPA9B,GRP75,PBP74,MOT-2,MTHSP75
RB binding protein 7, chromatin remodeling factor	ENSG00000102054	RBBP7	RBBP7,RBAP46
iodothyronine deiodinase 2	ENSG00000211448	DIO2	DIO2,TXDI2,SELY
angiogenin	ENSG00000214274	ANG	ANG,RNASE5,RAA1
lysine demethylase 3A	ENSG00000115548	KDM3A	KDM3A,JMJD1,JMJD1A,TSGA,KIAA0742,JHMD2A
Scm like with four mbt domains 2	ENSG00000198879	SFMBT2	SFMBT2,KIAA1617
CREB binding protein	ENSG00000005339	CREBBP	CREBBP,RSTS,RTS,CBP,KAT3A
cut like homeobox 1	ENSG00000257923	CUX1	CUX1,CUTL1,CDP,CDP1,CUX,CUT,CLOX,CDP/CUT,CDP/CUX,CUX/CDP,CASP,GOLIM6
protein tyrosine phosphatase, non-receptor type 6	ENSG00000111679	PTPN6	PTPN6,HCP,HCPH,PTP-1C,SHP-1,SHP1
negative elongation factor complex member C/D	ENSG00000101158	NELFCD	NELFCD,TH1L,HSPC130,TH1,NELF-C,NELF-D
caudal type homeobox 2	ENSG00000165556	CDX2	CDX2,CDX3
CD9 molecule	ENSG00000010278	CD9	CD9,MIC3,BA2,P24,TSPAN29,MRP-1
microRNA 7-1	ENSG00000284179	MIR7-1	MIR7-1,MIRN7-1,HSA-MIR-7-1
MIER1 transcriptional regulator	ENSG00000198160	MIER1	MIER1,HMI-ER1,MI-ER1,KIAA1610
cyclin G associated kinase	ENSG00000178950	GAK	GAK,DNAJC26
DnaJ heat shock protein family (Hsp40) member C24	ENSG00000170946	DNAJC24	DNAJC24,ZCSL3,DPH4,JJJ3
Fanconi anemia complementation group D2	ENSG00000144554	FANCD2	FANCD2,FACD,FANCD,FAD,FA-D2
gastrin releasing peptide	ENSG00000134443	GRP	GRP
phospholipid phosphatase 3	ENSG00000162407	PLPP3	PLPP3,PPAP2B,PAP-2B,LPP3
FAT atypical cadherin 2	ENSG00000086570	FAT2	FAT2,MEGF1,CDHF8,HFAT2,CDHR9
platelet derived growth factor subunit A	ENSG00000197461	PDGFA	PDGFA,PDGF1,PDGF-A
NUT midline carcinoma family member 1	ENSG00000184507	NUTM1	NUTM1,C15ORF55,NUT,DKFZP434O192,FAM22H
proprotein convertase subtilisin/kexin type 7	ENSG00000160613	PCSK7	PCSK7,PC7,PC8,LPC,SPC7
KIT ligand	ENSG00000049130	KITLG	KITLG,MGF,SCF,SF,KITL,KL-1,FPH2,SLF,DFNA69
autocrine motility factor receptor	ENSG00000159461	AMFR	AMFR,RNF45,GP78
breakpoint cluster region pseudogene 4		BCRP4	BCRP4,BCR4,BCRL4,BCR-4
lysine acetyltransferase 6A	ENSG00000083168	KAT6A	KAT6A,ZNF220,RUNXBP2,MYST3,MOZ,ZC2HC6A
Fos proto-oncogene, AP-1 transcription factor subunit	ENSG00000170345	FOS	FOS,C-FOS,AP-1
JunD proto-oncogene, AP-1 transcription factor subunit	ENSG00000130522	JUND	JUND,AP-1
T cell leukemia homeobox 1	ENSG00000107807	TLX1	TLX1,TCL3,HOX11
polypyrimidine tract binding protein 1	ENSG00000011304	PTBP1	PTBP1,PTB,HNRPI,HNRNP-I,PTB2,PTB3,PTB-1,PTB4,PPTB
leucine rich glioma inactivated 1	ENSG00000108231	LGI1	LGI1,EPT,IB1099,ETL1,EPITEMPIN
